symbol,timestamp,mid,inventory,pnl,alpha,var_pf,es,regime,event
XYZ,66,25.6,220,4219.003557333334,0.056000000000000015,9409.35535096503,0.0,0,HEDGE_PF
ABC,66,0.0,-400,-5458.488808026668,0.056000000000000015,9409.35535096503,0.0,0,HEDGE_PF
XYZ,67,25.6,180,4228.335137333335,0.056000000000000015,8611.408496046435,0.0,0,HEDGE_PF
ABC,67,0.0,-400,-5458.488808026668,0.056000000000000015,8611.408496046435,0.0,0,HEDGE_PF
XYZ,68,25.6,160,4242.332554000001,0.056000000000000015,8248.940614159223,0.0,0,HEDGE_PF
ABC,68,0.0,-400,-5458.488808026668,0.056000000000000015,8248.940614159223,0.0,0,HEDGE_PF
XYZ,69,25.6,160,4242.332554000001,0.056000000000000015,6753.385947719207,0.0,0,HEDGE_PF
ABC,69,0.0,-400,-5458.488808026668,0.056000000000000015,6753.385947719207,0.0,0,HEDGE_PF
XYZ,70,25.6,160,4260.9958073333355,0.056000000000000015,4796.600768870133,0.0,0,HEDGE_PF
ABC,70,0.0,-400,-5458.488808026668,0.056000000000000015,4796.600768870133,0.0,0,HEDGE_PF
XYZ,71,25.59,200,4269.660814000002,0.056000000000000015,5995.750961087666,0.0,0,HEDGE_PF
ABC,71,0.0,-400,-5458.488808026668,0.056000000000000015,5995.750961087666,0.0,0,HEDGE_PF
XYZ,72,25.59,240,4278.8591540000025,0.056000000000000015,4483.417642626715,0.0,1,HEDGE_PF
ABC,72,0.0,-400,-5458.488808026668,0.056000000000000015,4483.417642626715,0.0,1,HEDGE_PF
XYZ,73,25.61,240,4299.122407333335,0.056000000000000015,4483.410475927868,0.0,1,HEDGE_PF
ABC,73,0.0,-400,-5458.488808026668,0.056000000000000015,4483.410475927868,0.0,1,HEDGE_PF
XYZ,74,25.59,280,4306.720747333336,0.056000000000000015,5230.654249511049,0.0,1,HEDGE_PF
ABC,74,0.0,-400,-5458.488808026668,0.056000000000000015,5230.654249511049,0.0,1,HEDGE_PF
XYZ,75,62.46,280,7766.5840006666685,0.056000000000000015,4752.01576664051,0.0,1,HEDGE_PF
ABC,75,0.0,-400,-5458.488808026668,0.056000000000000015,4752.01576664051,0.0,1,HEDGE_PF
XYZ,76,62.45,300,7779.644445666668,0.056000000000000015,5091.44546425769,0.0,1,HEDGE_PF
ABC,76,0.0,-400,-5458.488808026668,0.056000000000000015,5091.44546425769,0.0,1,HEDGE_PF
XYZ,77,44.02,300,5955.302785666668,0.056000000000000015,3888.0630598202456,0.0,1,HEDGE_PF
ABC,77,0.0,-400,-5458.488808026668,0.056000000000000015,3888.0630598202456,0.0,1,HEDGE_PF
XYZ,78,71.7,280,8552.298360666668,0.056000000000000015,4028.2813306917874,0.0,1,HEDGE_PF
ABC,78,0.0,-400,-5458.488808026668,0.056000000000000015,4028.2813306917874,0.0,1,HEDGE_PF
XYZ,79,85.52,240,9667.226867333333,0.056000000000000015,3520.5071714534747,0.0,1,HEDGE_PF
ABC,79,0.0,-400,-5458.488808026668,0.056000000000000015,3520.5071714534747,0.0,1,HEDGE_PF
XYZ,80,64.78,240,8026.015464000001,0.056000000000000015,3487.6232804130873,0.0,1,HEDGE_PF
ABC,80,0.0,-400,-5458.488808026668,0.056000000000000015,3487.6232804130873,0.0,1,HEDGE_PF
XYZ,81,45.16,260,6339.142342333333,0.056000000000000015,3905.893507834543,0.0,1,HEDGE_PF
ABC,81,0.0,-400,-5458.488808026668,0.056000000000000015,3905.893507834543,0.0,1,HEDGE_PF
XYZ,82,45.16,240,6353.071137333333,0.056000000000000015,3441.999379504882,0.0,1,HEDGE_PF
ABC,82,0.0,-400,-5458.488808026668,0.056000000000000015,3441.999379504882,0.0,1,HEDGE_PF
XYZ,83,65.34,200,7707.601414,0.056000000000000015,2971.553036401494,0.0,1,HEDGE_PF
ABC,83,0.0,-400,-5458.488808026668,0.056000000000000015,2971.553036401494,0.0,1,HEDGE_PF
XYZ,84,65.33,200,7725.592700666667,0.056000000000000015,2971.5780740199166,0.0,1,HEDGE_PF
ABC,84,0.0,-400,-5458.488808026668,0.056000000000000015,2971.5780740199166,0.0,1,HEDGE_PF
XYZ,85,62.46,200,7552.250657333333,0.056000000000000015,2972.4243982421663,0.0,1,HEDGE_PF
ABC,85,0.0,-400,-5458.488808026668,0.056000000000000015,2972.4243982421663,0.0,1,HEDGE_PF
XYZ,86,44.02,220,6214.044435666668,0.056000000000000015,3418.0462301886405,0.0,1,HEDGE_PF
ABC,86,0.0,-400,-5458.488808026668,0.056000000000000015,3418.0462301886405,0.0,1,HEDGE_PF
XYZ,87,44.03,240,6219.309657333334,0.056000000000000015,3728.7725877472535,0.0,1,HEDGE_PF
ABC,87,0.0,-400,-5458.488808026668,0.056000000000000015,3728.7725877472535,0.0,1,HEDGE_PF
XYZ,88,34.79,260,5432.038610666667,0.056000000000000015,4023.69104112952,0.0,1,HEDGE_PF
ABC,88,0.0,-400,-5458.488808026668,0.056000000000000015,4023.69104112952,0.0,1,HEDGE_PF
XYZ,89,34.8,260,5451.567304,0.056000000000000015,4023.685751230565,0.0,1,HEDGE_PF
ABC,89,0.0,-400,-5458.488808026668,0.056000000000000015,4023.685751230565,0.0,1,HEDGE_PF
XYZ,90,34.8,260,5470.229330666668,0.056000000000000015,4023.685751230565,0.0,1,HEDGE_PF
ABC,90,0.0,-400,-5458.488808026668,0.056000000000000015,4023.685751230565,0.0,1,HEDGE_PF
XYZ,91,39.41,220,5817.626964,0.056000000000000015,3412.2032123041754,0.0,1,HEDGE_PF
ABC,91,0.0,-400,-5458.488808026668,0.056000000000000015,3412.2032123041754,0.0,1,HEDGE_PF
XYZ,92,39.4,240,5821.559007333334,0.056000000000000015,3722.4059228003243,0.0,0,HEDGE_PF
ABC,92,0.0,-400,-5458.488808026668,0.056000000000000015,3722.4059228003243,0.0,0,HEDGE_PF
XYZ,93,39.41,240,5841.020420666668,0.056000000000000015,3722.4035903065624,0.0,0,HEDGE_PF
ABC,93,0.0,-400,-5458.488808026668,0.056000000000000015,3722.4035903065624,0.0,0,HEDGE_PF
XYZ,94,41.72,200,6004.217747333333,0.056000000000000015,3103.4208067898758,0.0,0,HEDGE_PF
ABC,94,0.0,-400,-5458.488808026668,0.056000000000000015,3103.4208067898758,0.0,0,HEDGE_PF
XYZ,95,70.55,160,7550.881587333334,0.056000000000000015,2701.1336483750065,0.0,0,HEDGE_PF
ABC,95,0.0,-400,-5458.488808026668,0.056000000000000015,2701.1336483750065,0.0,0,HEDGE_PF
XYZ,96,67.06,160,7383.405514000001,0.056000000000000015,2705.9243254246894,0.0,0,HEDGE_PF
ABC,96,0.0,-400,-5458.488808026668,0.056000000000000015,2705.9243254246894,0.0,0,HEDGE_PF
XYZ,97,67.06,160,7402.063240666667,0.056000000000000015,2705.9199399286576,0.0,0,HEDGE_PF
ABC,97,0.0,-400,-5458.488808026668,0.056000000000000015,2705.9199399286576,0.0,0,HEDGE_PF
XYZ,98,83.2,120,8056.858724000001,0.056000000000000015,2073.995768064051,0.0,0,HEDGE_PF
ABC,98,0.0,-400,-5458.488808026668,0.056000000000000015,2073.995768064051,0.0,0,HEDGE_PF
XYZ,99,67.06,120,7429.914297333334,0.056000000000000015,2129.6700773488606,-41.71999999999999,0,HEDGE_PF
ABC,99,0.0,-400,-5458.488808026668,0.056000000000000015,2129.6700773488606,-1.5340816326530613,0,HEDGE_PF
XYZ,100,83.2,100,7981.840902333333,0.07840000000000003,1810.1372907625496,-41.71999999999999,0,HEDGE_PF
ABC,100,0.0,-400,-5458.488808026668,0.07840000000000003,1810.1372907625496,-1.5340816326530613,0,HEDGE_PF
XYZ,101,91.28,80,8211.299225666668,0.07840000000000003,1453.6717093414713,-41.71999999999999,0,
ABC,101,0.0,-400,-5458.488808026668,0.07840000000000003,1453.6717093414713,-1.534081632653061,0,
XYZ,102,91.3,60,8216.496159,0.07840000000000003,1090.2513993793038,-41.71999999999999,0,
ABC,102,0.0,-400,-5458.488808026668,0.07840000000000003,1090.2513993793038,-1.534081632653061,0,
XYZ,103,95.32,20,8252.623359,0.07840000000000003,363.57751301246134,-41.71999999999999,0,
ABC,103,0.0,-400,-5458.488808026668,0.07840000000000003,363.57751301246134,-1.5340816326530613,0,
XYZ,104,93.29,60,8220.950382333334,0.07840000000000003,1091.6240260361753,-41.71999999999999,0,
ABC,104,0.0,-400,-5458.488808026668,0.07840000000000003,1091.6240260361753,-1.5340816326530613,0,
XYZ,105,96.32,20,8250.610782333335,0.07840000000000003,363.8971966046095,-41.71999999999999,1,
ABC,105,0.0,-400,-5458.488808026668,0.07840000000000003,363.8971966046095,-1.534081632653061,1,
XYZ,106,95.31,20,8261.864605666668,0.07840000000000003,364.0158118903123,-41.71999999999999,1,
ABC,106,0.0,-400,-5458.488808026668,0.07840000000000003,364.0158118903123,-1.534081632653061,1,
XYZ,107,91.27,20,8253.585232333333,0.07840000000000003,364.84623006747506,-41.71999999999999,1,
ABC,107,0.0,-400,-5458.488808026668,0.07840000000000003,364.84623006747506,-1.5340816326530613,1,
XYZ,108,87.21,20,8244.506395666665,0.07840000000000003,365.6629403342897,-41.71999999999999,1,
ABC,108,0.0,-400,-5458.488808026668,0.07840000000000003,365.6629403342897,-1.5185858585858587,1,
XYZ,109,91.25,20,8290.094769000001,0.07840000000000003,365.8472096356675,-41.71999999999999,1,
ABC,109,0.0,-400,-5458.488808026668,0.07840000000000003,365.8472096356675,-1.5184848484848483,1,
XYZ,110,63.0,20,8120.415935666667,0.07840000000000003,390.9911877758466,-41.71999999999999,1,
ABC,110,0.0,-400,-5458.488808026668,0.07840000000000003,390.9911877758466,-1.5184848484848483,1,
XYZ,111,62.47,20,8135.5408689999995,0.07840000000000003,391.0223711500352,-43.64399999999999,1,
ABC,111,0.0,-400,-5458.488808026668,0.07840000000000003,391.0223711500352,-1.5184848484848483,1,
XYZ,112,62.47,20,8153.532539,0.07840000000000003,391.0210883964898,-43.64399999999999,1,
ABC,112,0.0,-400,-5458.488808026668,0.07840000000000003,391.0210883964898,-1.5184848484848483,1,
XYZ,113,80.94,-20,8039.461662333332,0.07840000000000003,399.65415885789065,-43.64399999999999,1,
ABC,113,0.0,-400,-5458.488808026668,0.07840000000000003,399.65415885789065,-1.5184848484848483,1,
XYZ,114,53.26,20,7864.122979,0.07840000000000003,421.6294564860167,-43.64399999999999,1,
ABC,114,0.0,-400,-5458.488808026668,0.07840000000000003,421.6294564860167,-0.5083838383838384,1,
XYZ,115,39.41,40,7693.517677333332,0.07840000000000003,853.9086036132524,-45.25599999999999,1,
ABC,115,0.0,-400,-5458.488808026668,0.07840000000000003,853.9086036132524,-0.5083838383838384,1,
XYZ,116,60.17,40,7988.979090666665,0.07840000000000003,875.0358210080221,-45.25599999999999,1,
ABC,116,0.0,-400,-5458.488808026668,0.07840000000000003,875.0358210080221,-0.5083838383838384,1,
XYZ,117,60.17,60,7993.443773999999,0.07840000000000003,1312.5537315120334,-45.25599999999999,1,
ABC,117,0.0,-400,-5458.488808026668,0.07840000000000003,1312.5537315120334,-0.5083838383838384,1,
XYZ,118,70.58,60,8219.635750666666,0.07840000000000003,1319.5303443626121,-45.25599999999999,1,
ABC,118,0.0,-400,-5458.488808026668,0.07840000000000003,1319.5303443626121,-0.5083838383838384,1,
XYZ,119,70.6,80,8224.700087333333,0.07840000000000003,1759.3701956816992,-45.25599999999999,1,HEDGE_PF
ABC,119,0.0,-400,-5458.488808026668,0.07840000000000003,1759.3701956816992,-0.5083838383838384,1,HEDGE_PF
XYZ,120,70.61,40,8234.162000666665,0.07840000000000003,879.6841932830214,-45.25599999999999,0,
ABC,120,0.0,-400,-5458.488808026668,0.07840000000000003,879.6841932830214,-0.5033,0,
XYZ,121,70.61,0,8243.357247333333,0.07840000000000003,0.0,-45.25599999999999,0,
ABC,121,0.0,-400,-5458.488808026668,0.07840000000000003,0.0,0.0,0,
XYZ,122,65.4,0,8262.014500666666,0.07840000000000003,0.0,-45.25599999999999,1,
ABC,122,0.0,-400,-5458.488808026668,0.07840000000000003,0.0,0.0,1,
XYZ,123,48.09,0,8280.672447333332,0.07840000000000003,0.0,-29.188,1,
ABC,123,0.0,-400,-5458.488808026668,0.07840000000000003,0.0,0.0,1,
XYZ,124,48.09,0,8299.332700666666,0.07840000000000003,0.0,-29.188,1,
ABC,124,0.0,-400,-5458.488808026668,0.07840000000000003,0.0,0.0,1,
XYZ,125,48.08,0,8317.992954,0.07840000000000003,0.0,-29.188,1,
ABC,125,0.0,-400,-5458.488808026668,0.07840000000000003,0.0,0.0,1,
XYZ,126,36.82,40,8176.923127333333,0.07840000000000003,834.1174218037718,-29.188,1,
ABC,126,0.0,-400,-5458.488808026668,0.07840000000000003,834.1174218037718,0.0,1,
XYZ,127,53.72,40,8420.251550666666,0.07840000000000003,831.8336076158402,-29.188,1,
ABC,127,0.0,-400,-5458.488808026668,0.07840000000000003,831.8336076158402,0.0,1,
XYZ,128,45.25,60,8264.312867333332,0.07840000000000003,1189.771541004698,-22.984,1,
ABC,128,0.0,-400,-5458.488808026668,0.07840000000000003,1189.771541004698,0.0,1,
XYZ,129,57.95,20,8358.309803999999,0.07840000000000003,395.72341622210047,-22.984,1,
ABC,129,0.0,-400,-5458.488808026668,0.07840000000000003,395.72341622210047,0.0,1,
XYZ,130,57.95,60,8367.639320666665,0.07840000000000003,1151.6028030542864,-22.984,1,
ABC,130,0.0,-400,-5458.488808026668,0.07840000000000003,1151.6028030542864,0.0,1,
XYZ,131,51.59,80,8212.033549,0.07840000000000003,1495.061050354364,-22.984,1,
ABC,131,0.0,-400,-5458.488808026668,0.07840000000000003,1495.061050354364,0.0,1,
XYZ,132,57.95,80,8400.293335666665,0.07840000000000003,1499.5738550044468,-22.984,1,
ABC,132,0.0,-400,-5458.488808026668,0.07840000000000003,1499.5738550044468,0.0,1,
XYZ,133,57.95,80,8418.952275666665,0.07840000000000003,1450.7543625961196,-22.945999999999998,0,
ABC,133,0.0,-400,-5458.488808026668,0.07840000000000003,1450.7543625961196,0.0,0,
XYZ,134,58.89,80,8462.677882333332,0.07840000000000003,1450.8948359017504,-22.945999999999998,0,
ABC,134,0.0,-400,-5458.488808026668,0.07840000000000003,1450.8948359017504,0.0,0,
XYZ,135,69.93,80,8775.736695666666,0.07840000000000003,1464.7201299347535,-22.945999999999998,0,
ABC,135,0.0,-400,-5458.488808026668,0.07840000000000003,1464.7201299347535,0.0,0,
